area_code,gp_access_score,gp_access_quintile,gp_access_decile
E01005391,0.6554114777249966,3,5
E01005392,0.2818076774939017,5,9
E01005393,0.68365643856721,2,4
E01005394,1.1856464244447296,1,2
E01005395,0.7215303633329052,2,4
E01005396,0.8942097830273461,2,3
E01005397,0.8646809603286685,2,3
E01005398,0.561689562203107,3,5
E01005399,0.604057003466427,3,5
E01005400,0.2882269867762229,5,9
E01005401,0.7703171138785466,2,4
E01005402,0.5629734240595711,3,5
E01005403,0.404416484786237,4,7
E01005406,1.4507638978045962,1,2
E01005407,1.066247271793555,1,2
E01005408,0.3909359352933624,4,7
E01005409,0.3228912569007575,4,8
E01005410,1.6998330979586596,1,1
E01005411,0.8056233149313132,2,3
E01005412,0.7305173963281549,2,4
E01005413,1.0559763769418409,1,2
E01005414,1.8885607908589035,1,1
E01005415,0.2612658877904737,5,9
E01005416,0.5488509436384645,3,5
E01005417,1.0386442418795736,1,2
E01005418,0.6464244447297469,3,5
E01005419,0.4673257157529849,3,6
E01005420,0.8178200025677236,2,3
E01005421,0.43009372191552186,4,7
E01005422,0.7131852612658877,2,4
E01005427,0.4544870971883425,4,7
E01005428,0.25741430222108097,5,9
E01005429,0.25292078572345617,5,9
E01005430,0.2246758248812428,5,9
E01005431,0.42945179098728975,4,7
E01005432,0.5758120426242135,3,5
E01005433,0.3164719476184362,4,8
E01005434,0.47695467967646676,3,6
E01005435,0.47053537039414556,3,6
E01005436,0.4191808961355758,4,7
E01005437,0.4570548209012709,4,7
E01005438,0.18295031454615485,5,10
E01005439,0.35883938888175637,4,8
E01005440,0.8942097830273461,2,3
E01005441,0.9423546026447553,2,3
E01005442,1.0129670047502886,1,2
E01005443,1.1227371934779815,1,2
E01005444,0.546925150853768,3,6
E01005445,0.4544870971883425,4,7
E01005446,0.7407882911798689,2,4
E01005447,0.17524714340736938,5,10
E01005448,0.31069456926434713,4,8
E01005449,0.3222493259725253,4,8
E01005450,0.37809731672871993,4,8
E01005451,0.5539863910643213,3,5
E01005452,0.5957119013994094,3,5
E01005453,0.31262036204904353,4,8
E01005454,0.5565541147772499,3,5
E01005455,0.4217486198485043,4,7
E01005456,0.11105405058415714,5,10
E01005459,0.3665425600205418,4,8
E01005460,0.13031197843112083,5,10
E01005461,0.20349210424958272,5,10
E01005462,0.24136602901527793,5,9
E01005463,0.2022082423931185,5,10
E01005464,0.25677237129284886,5,9
E01005465,0.6785209911413531,2,4
E01005466,0.2702529207857235,5,9
E01005467,0.5494928745666966,3,5
E01005468,1.1952753883682112,1,2
E01005469,0.5148286044421619,3,6
E01005470,0.4942868147387341,3,6
E01005471,0.741430222108101,2,4
E01005472,0.8319424829888301,2,3
E01005473,0.9455642572859159,2,3
E01005474,0.8017717293619205,2,3
E01005475,0.5238156374374117,3,6
E01005476,0.38965207343689817,4,7
E01005477,0.47888047246116316,3,6
E01005478,0.8633970984722042,2,3
E01005479,1.1432789831814094,1,2
E01005480,0.34150725381948904,4,8
E01005481,0.29721401977147255,5,9
E01005482,0.23494671973295672,5,9
E01005483,0.11683142893824623,5,10
E01005484,0.6695339581461034,2,4
E01005485,0.5045577095904481,3,6
E01005486,0.12196687636410321,5,10
E01005487,0.2227500320965464,5,9
E01005488,1.2909230966747978,1,2
E01005489,0.3286686352548466,4,8
E01005490,0.4724611631788419,3,6
E01005491,0.5032738477339838,3,6
E01005492,0.9359352933624341,2,3
E01005493,0.830658621132366,2,3
E01005494,0.3607651816664527,4,8
E01005495,0.488509436384645,3,6
E01005496,0.8967775067402746,2,3
E01005497,0.27923995378097316,5,9
E01005498,0.2689690589292592,5,9
E01005499,0.9943510078315572,2,3
E01005500,0.5270252920785724,3,6
E01005501,0.1354474258569778,5,10
E01005502,0.12646039286172808,5,10
E01005503,0.5379381178585183,3,6
E01005504,0.31069456926434713,4,8
E01005505,0.3960713827192194,4,7
E01005506,0.16690204134035178,5,10
E01005507,0.4397226858390037,4,7
E01005508,0.7683913210938502,2,4
E01005509,0.31968160225959685,4,8
E01005510,0.36397483630761335,4,8
E01005511,0.2317370650917961,5,9
E01005512,0.2798818847092053,5,9
E01005513,0.31133650019257925,4,8
E01005514,0.7529849788162792,2,4
E01005515,0.11939915265117472,5,10
E01005516,1.4302221081011683,1,2
E01005517,1.5361407112594685,1,1
E01005518,1.6799332391834638,1,1
E01005519,0.793426627294903,2,4
E01005520,0.7600462190268327,2,4
E01005521,0.7067659519835665,2,4
E01005522,0.21954037745538582,5,10
E01005523,0.47888047246116316,3,6
E01005524,0.19065348568494028,5,10
E01005525,0.6650404416484784,2,4
E01005526,0.47631274874823465,3,6
E01005527,0.18487610733085122,5,10
E01005528,0.30876877647965073,4,8
E01005529,0.2060598279625112,5,10
E01005530,0.6643985107202465,2,4
E01005531,0.5693927333418924,3,5
E01005532,0.509693157016305,3,6
E01005533,0.5687508024136602,3,5
E01005534,0.5584799075619462,3,5
E01005535,0.2163307228142252,5,10
E01005536,0.2169726537424573,5,10
E01005537,0.6881499550648349,2,4
E01005538,0.26254974964693795,5,9
E01005539,0.13673128771344203,5,10
E01005540,0.3305944280395429,4,8
E01005541,0.46283219925536007,3,6
E01005542,0.3858004878675054,4,7
E01005543,0.7144691231223519,2,4
E01005544,0.4365130311978431,4,7
E01005545,0.13159584028758506,5,10
E01005546,0.5514186673513929,3,5
E01005547,0.993709076903325,2,3
E01005548,0.3703941455899345,4,8
E01005549,0.6489921684426755,3,5
E01005550,0.4217486198485043,4,7
E01005551,0.39542945179098726,4,7
E01005552,0.3909359352933624,4,7
E01005553,0.22339196302477854,5,9
E01005554,0.8961355758120425,2,3
E01005555,0.635511618949801,3,5
E01005556,0.44293234048016433,4,7
E01005557,0.5218898446527154,3,6
E01005558,0.2131210681730646,5,10
E01005559,0.645782513801515,3,5
E01005560,0.37231993837463084,4,8
E01005561,1.1548337398895876,1,2
E01005562,0.6798048529978173,2,4
E01005563,0.2933624342020798,5,9
E01005564,0.2465014764411349,5,9
E01005565,0.8467068943381691,2,3
E01005566,0.49942226216459107,3,6
E01005567,0.8845808191038643,2,3
E01005568,0.3607651816664527,4,8
E01005569,0.3241751187572217,4,8
E01005570,0.24264989087174219,5,9
E01005571,0.5610476312748748,3,5
E01005572,0.5315188085761972,3,6
E01005573,0.6213891385286944,3,5
E01005574,0.9372191552188983,2,3
E01005575,1.423160867890615,1,2
E01005576,1.518808576197201,1,1
E01005577,1.2934908203877262,1,2
E01005578,0.9532674284247012,2,3
E01005579,0.36204904352291695,4,8
E01005580,0.3132622929772756,4,8
E01005581,0.22724354859417129,5,9
E01005583,0.21825651559892156,5,10
E01005585,0.3042752599820259,4,8
E01005586,1.1753755295930157,1,2
E01005587,0.8910001283861855,2,3
E01005588,0.47438695596353825,3,6
E01005589,0.5796636281936063,3,5
E01005590,0.35627166516882786,4,8
E01005591,0.2830915393503659,5,9
E01005592,0.804339453074849,2,3
E01005593,1.1901399409423545,1,2
E01005594,1.4995506483502377,1,1
E01005595,1.0810116831428938,1,2
E01005596,0.9462061882141481,2,3
E01005597,1.8654512774425471,1,1
E01005598,0.4660418538965207,3,6
E01005599,0.35049428681473876,4,8
E01005600,0.3973552445756836,4,7
E01005601,0.4891513673128771,3,6
E01005602,0.441006547695468,4,7
E01005603,0.20413403517781487,5,10
E01005604,0.4865836435999486,3,6
E01005605,0.5141866735139299,3,6
E01005609,0.29913981255616895,5,9
E01005610,0.6175375529593016,3,5
E01005611,0.6117601746052124,3,5
E01005612,0.35883938888175637,4,8
E01005613,0.46925150853768127,3,6
E01005614,0.2715367826421877,5,9
E01005615,0.4455000641930928,4,7
E01005616,0.6079085890358197,3,5
E01005617,0.6984208499165488,2,4
E01005618,0.3845166260110412,4,7
E01005619,0.16305045577095903,5,10
E01005620,0.4204647579920401,4,7
E01005621,0.5745281807677493,3,5
E01005622,0.1726794196944409,5,10
E01005623,0.3825908332263448,4,7
E01005624,0.40313262292977275,4,7
E01005625,0.6374374117344973,3,5
E01005626,0.3825908332263448,4,7
E01005627,0.1816664526896906,5,10
E01005628,0.3440749775324175,4,8
E01005629,0.4333033765566825,4,7
E01005630,0.404416484786237,4,7
E01005631,0.5173963281550905,3,6
E01005632,0.37681345487225565,4,8
E01005633,0.36012325073822055,4,8
E01005634,0.6830145076389779,2,4
E01005635,0.5905764539735525,3,5
E01005636,0.8633970984722042,2,3
E01005637,0.33380408268070355,4,8
E01005638,0.4217486198485043,4,7
E01005639,0.6034150725381948,3,5
E01005640,0.736294774682244,2,4
E01005641,0.41468737963795094,4,7
E01005642,0.28116574656566956,5,9
E01005643,0.27538836821158047,5,9
E01005644,0.28052381563743745,5,9
E01005645,0.383874695082809,4,7
E01005646,0.28758505584799077,5,9
E01005647,0.6393632045191937,3,5
E01005648,0.8287328283476697,2,3
E01005649,0.4955706765951984,3,6
E01005650,0.3023494671973295,4,8
E01005651,0.4217486198485043,4,7
E01005652,0.6419309282321222,3,5
E01005653,0.22981127230709977,5,9
E01005654,0.1566311464886378,5,10
E01005655,0.47695467967646676,3,6
E01005656,0.12581846193349594,5,10
E01005657,0.14250866606753113,5,10
E01005658,0.4050584157144691,4,7
E01005659,0.6605469251508537,2,4
E01005660,0.22916934137886763,5,9
E01005661,0.4570548209012709,4,7
E01005662,0.5950699704711773,3,5
E01005663,0.44614199512132496,4,7
E01005664,0.6470663756579792,3,5
E01005665,0.3671844909487739,4,8
E01005667,0.5167543972268583,3,6
E01005670,0.31262036204904353,4,8
E01005671,0.3305944280395429,4,8
E01005672,0.2984978816279368,5,9
E01005673,0.7754525613044035,2,4
E01005674,0.5206059827962511,3,6
E01005675,1.1426370522531772,1,2
E01005676,1.3320066760816536,1,2
E01005677,0.6932854024906919,2,4
E01005678,0.651559892155604,3,5
E01005679,0.6868660932083707,2,4
E01005680,0.23430478880472458,5,9
E01005681,0.2747464372833483,5,9
E01005682,0.5417897034279111,3,6
E01005683,0.43908075491077164,4,7
E01005686,0.39928103736037995,4,7
E01005687,0.4917190910258056,3,6
E01005688,0.5180382590833226,3,6
E01005689,0.5167543972268583,3,6
E01005690,0.25227885479522405,5,9
E01005691,1.0611118243676978,1,2
E01005692,0.3139042239055077,4,8
E01005693,0.8390037231993837,2,3
E01005694,0.6502760302991397,3,5
E01005695,0.5032738477339838,3,6
E01005696,0.6798048529978173,2,4
E01005697,0.32610091154191806,4,8
E01005698,0.3633329053793812,4,8
E01005699,0.720246501476441,2,4
E01005700,0.3960713827192194,4,7
E01005701,0.6239568622416228,3,5
E01005702,0.6425728591603541,3,5
E01005703,0.2901527795609192,5,9
E01005704,0.16561817948388752,5,10
E01005705,0.5976376941841056,3,5
E01005706,0.23045320323533186,5,9
E01005707,0.4775966106046989,3,6
E01005708,0.26575940428809863,5,9
E01005709,0.6323019643086403,3,5
E01005710,0.5167543972268583,3,6
E01005711,0.7395044293234048,2,4
E01005712,0.28630119399152654,5,9
E01005713,0.4223905507767364,4,7
E01005714,0.8832969572474,2,3
E01005715,0.7799460778020284,2,4
E01005716,0.1964308640390294,5,10
E01005717,0.4576967518295031,4,7
E01005718,0.3479265631018102,4,8
E01005719,0.6348696880215688,3,5
E01005720,0.168185903196816,5,10
E01005721,0.20991141353190396,5,10
E01005722,0.2773141609962768,5,9
E01005723,0.32802670432661446,4,8
E01005724,0.2131210681730646,5,10
E01005725,0.7574784953139041,2,4
E01005726,0.8800873026062396,2,3
E01005727,0.5161124662986263,3,6
E01005728,0.983438182051611,2,3
E01005729,0.36204904352291695,4,8
E01005730,0.5494928745666966,3,5
E01005731,0.9385030170753625,2,3
E01005732,0.9211708820130952,2,3
E01005733,1.1541918089613554,1,2
E01005734,0.32995249711131086,4,8
E01005735,0.4923610219540377,3,6
E01005736,0.2105533444601361,5,10
E01005737,0.8345102067017587,2,3
E01005738,1.5412761586853254,1,1
E01005739,0.315188085761972,4,8
E01005740,1.3063294389523687,1,2
E01005741,0.8556939273334189,2,3
E01005742,0.23623058158942095,5,9
E01005743,0.735652843754012,2,4
E01005744,0.2747464372833483,5,9
E01005745,0.4249582744896649,4,7
E01005746,0.28951084863268717,5,9
E01005747,0.5860829374759274,3,5
E01005748,0.5437154962126074,3,6
E01005749,0.3703941455899345,4,8
E01005750,0.9044806778790601,2,3
E01005751,0.2773141609962768,5,9
E01005752,0.6701758890743355,2,4
E01005753,0.2022082423931185,5,10
E01005754,0.43009372191552186,4,7
E01005755,0.29785595069970466,5,9
E01005756,0.6400051354474259,3,5
E01005757,0.21504686095776093,5,10
E01005758,0.39542945179098726,4,7
E01005759,0.4666837848247528,3,6
E01005760,0.16240852484272691,5,10
E01005761,0.6425728591603541,3,5
E01005762,0.5520605982796251,3,5
E01005763,0.21954037745538582,5,10
E01005764,0.6008473488252665,3,5
E01005765,0.5289510848632687,3,6
E01005766,0.06162536911028372,5,10
E01005767,0.8717422005392218,2,3
E01005768,0.7119013994094234,2,4
E01005769,0.29721401977147255,5,9
E01005770,0.3241751187572217,4,8
E01005771,0.23430478880472458,5,9
E01005772,0.4923610219540377,3,6
E01005773,0.5700346642701245,3,5
E01005774,0.5283091539350365,3,6
E01005775,0.2927205032738477,5,9
E01005776,1.0656053408653228,1,2
E01005777,0.7889331107972781,2,4
E01005778,0.45127744254718183,4,7
E01005779,0.5135447425856977,3,6
E01005780,0.3286686352548466,4,8
E01005781,0.14571832070869176,5,10
E01005782,0.5289510848632687,3,6
E01005783,0.6528437540120682,3,5
E01005784,0.8101168314289382,2,3
E01005785,0.4397226858390037,4,7
E01005786,0.1919373475414045,5,10
E01005787,0.6926434715624598,2,4
E01005788,0.5013480549492875,3,6
E01005789,0.45127744254718183,4,7
E01005790,1.1137501604827318,1,2
E01005791,0.1900115547567082,5,10
E01005792,0.5289510848632687,3,6
E01005793,0.5514186673513929,3,5
E01005794,0.7215303633329052,2,4
E01005795,0.8820130953909358,2,3
E01005796,0.694569264347156,2,4
E01005797,0.1271023237899602,5,10
E01005798,0.310052638336115,4,8
E01005799,0.27795609192450893,5,9
E01005800,0.5366542560020541,3,6
E01005801,0.31133650019257925,4,8
E01005802,0.6271665168827834,3,5
E01005803,0.84092951598408,2,3
E01005804,0.26254974964693795,5,9
E01005805,0.36012325073822055,4,8
E01005806,0.4589806136859673,3,6
E01005807,0.10206701758890745,5,10
E01005808,0.49107716009757346,3,6
E01005809,0.8556939273334189,2,3
E01005810,0.5019899858775195,3,6
E01005811,0.7176787777635125,2,4
E01005812,0.4204647579920401,4,7
E01005813,0.9943510078315572,2,3
E01005814,0.9153935036590062,2,3
E01005815,0.5276672230068045,3,6
E01005816,0.2111952753883682,5,10
E01005817,0.2137629991012967,5,10
E01005818,0.21440493002952882,5,10
E01005819,0.14892797534985236,5,10
E01005820,0.19964051868018998,5,10
E01005821,0.36397483630761335,4,8
E01005822,0.4333033765566825,4,7
E01005823,0.2137629991012967,5,10
E01005824,0.2631916805751701,5,9
E01005825,0.2111952753883682,5,10
E01005826,0.6637565797920142,2,4
E01005827,0.27217871357041984,5,9
E01005828,0.8749518551803824,2,3
E01005829,0.4564128899730388,4,7
E01005830,0.33765566825009624,4,8
E01005831,0.2689690589292592,5,9
E01005832,0.6207472076004621,3,5
E01005833,0.7696751829503143,2,4
E01005834,0.3023494671973295,4,8
E01005835,0.4775966106046989,3,6
E01005836,0.4641160611118243,3,6
E01005837,0.5013480549492875,3,6
E01005838,0.20092438053665423,5,10
E01005839,0.8390037231993837,2,3
E01005840,0.4268840672743613,4,7
E01005841,0.7273077416869944,2,4
E01005842,0.657337270509693,3,5
E01005843,0.23815637437411732,5,9
E01005844,0.4262421363461292,4,7
E01005845,0.28052381563743745,5,9
E01005846,0.694569264347156,2,4
E01005847,0.6124021055334447,3,5
E01005848,1.014250866606753,1,2
E01005849,0.3094107074078829,4,8
E01005850,0.7767364231608678,2,4
E01005851,0.7690332520220824,2,4
E01005852,0.30491719091025804,4,8
E01005853,0.9256643985107201,2,3
E01005854,0.7504172551033507,2,4
E01005855,0.4057003466427012,4,7
E01005856,0.9558351521376298,2,3
E01005857,0.7131852612658877,2,4
E01005858,0.2631916805751701,5,9
E01005859,0.40762613942739756,4,7
E01005860,0.5039157786622159,3,6
E01005861,0.6419309282321222,3,5
E01005862,0.6483502375144434,3,5
E01005863,0.35498780331236357,4,8
E01005864,0.18551803825908333,5,10
E01005865,0.4666837848247528,3,6
E01005866,0.3453588393888818,4,8
E01005867,0.6643985107202465,2,4
E01005868,0.4891513673128771,3,6
E01005869,0.5847990756194633,3,5
E01005870,0.4544870971883425,4,7
E01005871,0.29721401977147255,5,9
E01005872,0.5218898446527154,3,6
E01005873,0.5193221209397868,3,6
E01005874,0.2169726537424573,5,10
E01005875,0.2818076774939017,5,9
E01005876,0.37231993837463084,4,8
E01005877,0.483373988958788,3,6
E01005878,0.4865836435999486,3,6
E01005879,0.24842726922583128,5,9
E01005880,0.8261651046347412,2,3
E01005881,0.5129028116574657,3,6
E01005882,0.6842983694954421,2,4
E01005883,0.509051226088073,3,6
E01005884,0.8107587623571703,2,3
E01005885,0.1989985877519579,5,10
E01005886,0.20991141353190396,5,10
E01005887,0.3967133136474515,4,7
E01005888,0.3915778662215945,4,7
E01005889,0.14186673513929904,5,10
E01005890,0.3370137373218641,4,8
E01005891,0.6849403004236744,2,4
E01005892,0.8512004108357939,2,3
E01005893,0.4166131724226473,4,7
E01005894,0.35948131980998843,4,8
E01005895,0.5809474900500705,3,5
E01005896,0.4455000641930928,4,7
E01005897,0.8640390294004364,2,3
E01005898,1.129156502760303,1,2
E01005899,0.7119013994094234,2,4
E01005900,0.28116574656566956,5,9
E01005901,1.2408524842726922,1,2
E01005902,0.9577609449223263,2,3
E01005903,0.619463345743998,3,5
E01005904,0.346642701245346,4,8
E01005905,0.5533444601360893,3,5
E01005906,0.5161124662986263,3,6
E01005907,0.3447169084606496,4,8
E01005908,1.2491975863397098,1,2
E01005909,0.3793811785851842,4,7
E01005910,0.2933624342020798,5,9
E01005911,0.6252407240980871,3,5
E01005912,1.0778020285017331,1,2
E01005913,0.4243163435614328,4,7
E01005914,0.3177558094749005,4,8
E01005915,0.13223777121581717,5,10
E01005916,0.42816792913082546,4,7
E01005917,0.21761458467068942,5,10
E01005918,0.5700346642701245,3,5
E01005919,0.9031968160225958,2,3
E01005920,0.8698164077545256,2,3
E01005921,0.7985620747207599,2,4
E01005922,0.6997047117730131,2,4
E01005923,0.7645397355244574,2,4
E01005924,0.40698420849916545,4,7
E01005925,0.30299139812556164,4,8
E01005926,1.434073693670561,1,2
E01005927,0.3370137373218641,4,8
E01005928,0.5867248684041597,3,5
E01005929,0.7170368468352805,2,4
E01005930,0.5803055591218385,3,5
E01005931,0.6143278983181409,3,5
E01005932,0.5116189498010014,3,6
E01005933,0.8601874438310436,2,3
E01005934,0.57773783540891,3,5
E01005935,0.5398639106432147,3,6
E01005936,0.8165361407112594,2,3
E01005937,1.0033380408268069,2,3
E01005938,1.1586853254589806,1,2
E01005939,1.238926691487996,1,2
E01005940,0.9307998459365772,2,3
E01005941,0.2830915393503659,5,9
E01005942,0.2965720888432404,5,9
E01005943,0.5456412889973038,3,6
E01005944,0.3023494671973295,4,8
E01005945,0.4801643343176274,3,6
E01005946,0.37681345487225565,4,8
E01005947,0.07895750417255104,5,10
E01005948,0.22724354859417129,5,9
E01005949,0.4339453074849146,4,7
E01005950,0.40377455385800487,4,7
E01005951,0.12902811657465657,5,10
E01005952,0.3305944280395429,4,8
E01005953,0.08601874438310438,5,10
E01005954,0.3652586981640775,4,8
E01005955,0.5250994992938759,3,6
E01005956,0.5392219797149826,3,6
E01005957,0.2028501733213506,5,10
E01005958,0.28630119399152654,5,9
E01005959,0.4204647579920401,4,7
E01005960,0.40698420849916545,4,7
E01005961,0.44357427140839645,4,7
E01005962,0.652201823083836,3,5
E01005963,0.6271665168827834,3,5
E01005964,0.783155732443189,2,4
E01005965,0.28630119399152654,5,9
E01005966,0.47567081782000253,3,6
E01005967,0.3832327641545769,4,7
E01005968,0.7658235973809217,2,4
E01005969,0.2696109898574913,5,9
E01005970,0.5597637694184106,3,5
E01005971,0.27346257542688407,5,9
E01005972,0.43137758377198615,4,7
E01005973,0.8428553087687763,2,3
E01005974,0.7112594684811913,2,4
E01005975,0.5180382590833226,3,6
E01005976,0.7054820901271023,2,4
E01005977,0.6470663756579792,3,5
E01005978,0.6477083065862113,3,5
E01005979,0.4499935806907177,4,7
E01005980,0.3389395301065605,4,8
E01005981,0.5173963281550905,3,6
E01005982,1.0200282449608422,1,2
E01005983,0.7273077416869944,2,4
E01005984,0.6156117601746052,3,5
E01005985,1.0803697522146616,1,2
E01005986,0.3716780074463987,4,8
E01005987,0.7491333932468864,2,4
E01005988,0.6329438952368726,3,5
E01005989,0.6753113365001924,2,4
E01005990,1.104763127487482,1,2
E01005991,0.8184619334959558,2,3
E01005992,0.10784439594299655,5,10
E01005993,1.0816536140711257,1,2
E01005994,0.2246758248812428,5,9
E01005995,1.1490563615354985,1,2
E01005996,0.7388624983951725,2,4
E01005997,0.35370394145589934,4,8
E01005998,0.6560534086532288,3,5
E01005999,0.3999229682886121,4,7
E01006000,0.14058287328283478,5,10
E01006001,0.7722429066632428,2,4
E01006002,0.48209012710232374,3,6
E01006003,0.7818718705867248,2,4
E01006004,0.31133650019257925,4,8
E01006005,0.46154833739889584,3,6
E01006006,0.7446398767492617,2,4
E01006007,0.3421491847477211,4,8
E01006008,0.6920015406342276,2,4
E01006009,0.2818076774939017,5,9
E01006010,0.13929901142637052,5,10
E01006011,0.346642701245346,4,8
E01006012,0.2407240980870458,5,9
E01006013,0.5642572859160353,3,5
E01006014,0.5308768776479651,3,6
E01006015,0.8114006932854024,2,3
E01006016,0.1989985877519579,5,10
E01006017,1.150982154320195,1,2
E01006018,0.6034150725381948,3,5
E01006019,1.003979971755039,2,3
E01006020,1.0405700346642701,1,2
E01006021,0.49749646937989467,3,6
E01006022,0.30555912183849016,4,8
E01006023,0.35498780331236357,4,8
E01006024,1.2889973038901013,1,2
E01006025,0.26640133521633075,5,9
E01006026,0.9166773655154704,2,3
E01006027,0.6027731416099626,3,5
E01006028,0.5173963281550905,3,6
E01006029,0.30876877647965073,4,8
E01006030,0.6323019643086403,3,5
E01006031,0.8640390294004364,2,3
E01006032,1.2838618564642441,1,2
E01006033,1.0553344460136087,1,2
E01006034,1.6266529721401979,1,1
E01006035,0.8036975221466169,2,3
E01006036,0.6952111952753883,2,4
E01006037,1.8468352805238157,1,1
E01006038,1.382719219411991,1,2
E01006039,0.40762613942739756,4,7
E01006040,0.3081268455514186,4,8
E01006041,0.1758890743356015,5,10
E01006042,0.7683913210938502,2,4
E01006043,0.4422904095519322,4,7
E01006044,0.7837976633714211,2,4
E01006045,1.1137501604827318,1,2
E01006046,0.6964950571318526,2,4
E01006047,0.3190396713313647,4,8
E01006048,0.26254974964693795,5,9
E01006049,0.16369238669919114,5,10
E01006050,0.35948131980998843,4,8
E01006051,1.0887148542816794,1,2
E01006052,0.43522916934137884,4,7
E01006053,1.0078315573244319,1,2
E01006054,0.36782642187700604,4,8
E01006055,0.3524200795994351,4,8
E01006056,0.6932854024906919,2,4
E01006057,0.7093336756964951,2,4
E01006058,0.16754397226858392,5,10
E01006059,0.3472846321735781,4,8
E01006060,0.3979971755039158,4,7
E01006061,0.7786622159455642,2,4
E01006062,1.267171652330209,1,2
E01006063,1.0893567852099113,1,2
E01006064,0.8633970984722042,2,3
E01006065,0.8383617922711515,2,3
E01006066,0.4942868147387341,3,6
E01006067,0.37873924765695205,4,8
E01006068,0.23366285787649246,5,9
E01006069,0.3986391064321479,4,7
E01006070,0.38708434972396966,4,7
E01006071,1.0842213377840542,1,2
E01006072,1.292848889459494,1,2
E01006073,0.22916934137886763,5,9
E01006074,1.0912825779946076,1,2
E01006075,0.310052638336115,4,8
E01006076,0.35049428681473876,4,8
E01006077,0.2131210681730646,5,10
E01006078,0.25099499293875976,5,9
E01006079,0.7093336756964951,2,4
E01006080,0.1964308640390294,5,10
E01006081,1.350622673000385,1,2
E01006082,0.389010142508666,4,7
E01006083,0.8377198613429194,2,3
E01006084,0.9898574913339323,2,3
E01006085,0.7587623571703684,2,4
E01006086,1.156759532674284,1,2
E01006087,1.8847092052895107,1,1
E01006088,0.5186801900115547,3,6
E01006089,0.10977018872769292,5,10
E01006090,0.5835152137629991,3,5
E01006091,0.7459237386057259,2,4
E01006092,0.4525613044036461,4,7
E01006093,0.39478752086275515,4,7
E01006094,0.8524842726922581,2,3
E01006095,1.0033380408268069,2,3
E01006096,0.5257414302221082,3,6
E01006097,0.6175375529593016,3,5
E01006098,0.2760302991398126,5,9
E01006099,0.14828604442162024,5,10
E01006100,0.720246501476441,2,4
E01006101,0.8935678520991139,2,3
E01006102,0.44614199512132496,4,7
E01006103,0.8704583386827576,2,3
E01006104,0.33572987546539995,4,8
E01006105,0.43715496212607524,4,7
E01006106,0.6233149313133906,3,5
E01006107,0.8999871613814353,2,3
E01006108,0.7536269097445113,2,4
E01006109,0.3074849146231865,4,8
E01006110,0.37103607651816656,4,8
E01006111,0.27538836821158047,5,9
E01006112,0.3671844909487739,4,8
E01006113,0.23623058158942095,5,9
E01006114,0.2920785723456156,5,9
E01006115,0.2407240980870458,5,9
E01006116,0.25292078572345617,5,9
E01006117,0.4724611631788419,3,6
E01006118,0.25292078572345617,5,9
E01006119,0.7016305045577095,2,4
E01006120,0.26062395686224166,5,9
E01006121,0.7215303633329052,2,4
E01006122,0.557196045705482,3,5
E01006123,0.23494671973295672,5,9
E01006124,0.4930029528822698,3,6
E01006125,0.4455000641930928,4,7
E01006126,0.3081268455514186,4,8
E01006127,0.7600462190268327,2,4
E01006128,0.6188214148157658,3,5
E01006129,0.6278084478110155,3,5
E01006130,0.45577095904480674,4,7
E01006131,0.7170368468352805,2,4
E01006132,1.0765181666452688,1,2
E01006133,0.9795865964822184,2,3
E01006134,0.9506997047117729,2,3
E01006135,0.5257414302221082,3,6
E01006136,0.5552702529207857,3,5
E01006137,1.0065476954679675,1,2
E01006138,0.7305173963281549,2,4
E01006139,0.7484914623186545,2,4
E01006140,1.003979971755039,2,3
E01006141,0.40634227757093333,4,7
E01006142,0.7369367056104762,2,4
E01006143,0.9821543201951467,2,3
E01006144,1.1792271151624085,1,2
E01006145,0.39928103736037995,4,7
E01006146,0.5847990756194633,3,5
E01006147,0.6682500962896392,2,4
E01006148,0.546283219925536,3,6
E01006149,0.5636153549878032,3,5
E01006150,0.23558865066118884,5,9
E01006151,0.7491333932468864,2,4
E01006152,0.5424316343561432,3,6
E01006153,1.0283733470278598,1,2
E01006154,0.7619720118115288,2,4
E01006155,0.971883425343433,2,3
E01006156,0.6252407240980871,3,5
E01006157,0.37103607651816656,4,8
E01006158,0.27538836821158047,5,9
E01006159,0.2683271280010271,5,9
E01006160,0.44485813326486073,4,7
E01006161,0.6566953395814609,3,5
E01006162,0.5135447425856977,3,6
E01006163,0.39542945179098726,4,7
E01006164,0.9076903325202207,2,3
E01006165,0.7844395942996533,2,4
E01006166,0.15085376813454868,5,10
E01006167,0.657337270509693,3,5
E01006168,0.6072666581075876,3,5
E01006169,0.41276158685325454,4,7
E01006170,0.6611888560790856,2,4
E01006171,0.23623058158942095,5,9
E01006172,0.4198228270638079,4,7
E01006173,0.315188085761972,4,8
E01006174,0.46283219925536007,3,6
E01006175,0.3851585569392733,4,7
E01006176,0.25677237129284886,5,9
E01006177,0.45320323533187823,4,7
E01006178,0.5443574271408397,3,6
E01006179,1.1054050584157142,1,2
E01006180,0.5000641930928231,3,6
E01006181,0.40762613942739756,4,7
E01006182,0.6785209911413531,2,4
E01006183,0.7395044293234048,2,4
E01006184,0.9468481191423801,2,3
E01006185,0.36846835280523815,4,8
E01006186,0.45063551161894977,4,7
E01006187,0.12517653100526382,5,10
